topic,subtopic,difficulty,score,total_questions,percentage,time_taken,attempt_number,timestamp,user_id,score_ratio,is_improving,avg_previous_score,readiness
C,Loops,intermediate,5,5,100.0,640,8,2025-12-06 22:12:43.472199,user_0118,1.0,False,100.0,Excellent
DBMS,Normalization,beginner,5,5,100.0,612,3,2025-12-02 22:12:43.508093,user_0388,1.0,True,,Excellent
Data Structures,Queues,advanced,5,5,100.0,718,17,2025-12-24 22:12:43.512080,user_0418,1.0,True,100.0,Excellent
Data Structures,Trees,advanced,5,5,100.0,715,24,2026-01-24 22:12:43.480133,user_0172,1.0,False,78.0,Excellent
Data Structures,Trees,advanced,2,5,50.3,727,14,2025-11-23 22:12:43.492134,user_0261,0.4,False,53.25,Good
Data Structures,Queues,intermediate,5,5,100.0,646,10,2025-11-24 22:12:43.509087,user_0395,1.0,True,50.8,Excellent
OS,Processes,intermediate,5,5,100.0,670,9,2025-12-02 22:12:43.516071,user_0451,1.0,True,65.9,Excellent
C,Pointers,advanced,5,5,100.0,675,16,2025-12-11 22:12:43.482143,user_0186,1.0,True,90.33333333333333,Excellent
Java,OOPs,advanced,5,5,100.0,643,24,2026-01-12 22:12:43.486148,user_0218,1.0,False,82.15,Excellent
Java,Exceptions,advanced,3,5,74.4,755,21,2025-12-31 22:12:43.507093,user_0380,0.6,False,49.980000000000004,Good
C,Functions,advanced,5,5,100.0,689,20,2025-12-30 22:12:43.520058,user_0484,1.0,False,100.0,Excellent
OS,Memory Management,beginner,3,5,63.4,743,4,2025-10-24 22:12:43.488111,user_0232,0.6,True,,Excellent
Java,Exceptions,advanced,5,5,100.0,661,22,2025-12-23 22:12:43.481266,user_0177,1.0,False,77.8,Excellent
C,Arrays,advanced,5,5,100.0,699,22,2025-12-27 22:12:43.514074,user_0433,1.0,True,82.8,Excellent
DBMS,SQL,advanced,5,5,100.0,530,21,2026-01-23 22:12:43.500113,user_0327,1.0,False,95.53333333333335,Excellent
OS,Processes,advanced,4,5,84.6,666,17,2025-12-24 22:12:43.517066,user_0460,0.8,True,80.55,Good
Data Structures,Trees,advanced,5,5,100.0,591,18,2025-12-10 22:12:43.467199,user_0087,1.0,False,88.83333333333333,Excellent
Data Structures,Linked List,advanced,5,5,100.0,520,23,2026-01-05 22:12:43.505100,user_0365,1.0,False,81.48571428571428,Excellent
DBMS,Transactions,beginner,2,5,42.0,790,2,2025-11-07 22:12:43.491135,user_0257,0.4,True,,Excellent
C,Loops,intermediate,4,5,96.3,577,8,2025-12-12 22:12:43.509087,user_0398,0.8,False,,Excellent
OS,Memory Management,intermediate,4,5,82.3,729,9,2025-11-09 22:12:43.518063,user_0470,0.8,False,56.325,Excellent
DBMS,SQL,beginner,4,5,86.5,765,3,2025-10-20 22:12:43.467199,user_0084,0.8,True,77.2,Excellent
C,Loops,advanced,5,5,100.0,546,17,2026-01-28 22:12:43.484122,user_0203,1.0,False,100.0,Excellent
Python,Dictionaries,beginner,3,5,68.4,653,3,2025-11-18 22:12:43.516071,user_0453,0.6,True,,Excellent
OS,Processes,intermediate,4,5,93.2,749,9,2025-11-24 22:12:43.509087,user_0397,0.8,False,67.7,Excellent
OS,Threads,advanced,4,5,85.1,676,17,2025-12-10 22:12:43.514074,user_0433,0.8,True,65.875,Excellent
DBMS,SQL,intermediate,4,5,94.5,614,11,2026-01-06 22:12:43.480133,user_0171,0.8,True,,Good
C,Arrays,intermediate,5,5,100.0,604,12,2025-12-10 22:12:43.516071,user_0451,1.0,False,100.0,Excellent
C,Functions,advanced,3,5,66.3,782,21,2025-12-19 22:12:43.506095,user_0375,0.6,False,62.6,Excellent
Data Structures,Queues,beginner,3,5,66.5,818,1,2025-11-03 22:12:43.486148,user_0219,0.6,False,,Excellent
OS,Threads,advanced,5,5,100.0,546,15,2026-01-05 22:12:43.492134,user_0266,1.0,False,65.3,Excellent
DBMS,SQL,advanced,5,5,100.0,680,16,2025-12-06 22:12:43.509087,user_0400,1.0,True,89.38,Good
Java,Inheritance,intermediate,4,5,85.9,595,6,2025-11-30 22:12:43.502108,user_0339,0.8,True,,Excellent
Python,Dictionaries,advanced,4,5,85.8,753,13,2025-12-16 22:12:43.499115,user_0316,0.8,True,68.9,Good
Python,Lists,advanced,3,5,77.5,624,17,2026-01-18 22:12:43.457229,user_0013,0.6,False,75.05,Good
Python,Dictionaries,intermediate,0,5,15.5,900,10,2026-01-07 22:12:43.463213,user_0056,0.0,False,22.2,Needs Improvement
OS,Threads,advanced,4,5,84.3,656,16,2025-12-04 22:12:43.491135,user_0251,0.8,True,60.8,Average
C,Pointers,advanced,5,5,100.0,719,17,2026-01-03 22:12:43.503106,user_0352,1.0,True,77.16666666666667,Excellent
OS,Threads,advanced,5,5,100.0,709,24,2025-12-31 22:12:43.504101,user_0362,1.0,False,100.0,Excellent
OS,Processes,beginner,2,5,54.4,870,2,2025-10-15 22:12:43.512080,user_0417,0.4,False,,Excellent
DBMS,Normalization,advanced,5,5,100.0,733,25,2026-01-03 22:12:43.457229,user_0012,1.0,False,100.0,Excellent
Java,Exceptions,advanced,5,5,100.0,640,19,2026-01-05 22:12:43.495127,user_0285,1.0,False,82.3,Excellent
C,Functions,advanced,5,5,100.0,634,27,2025-12-29 22:12:43.515072,user_0446,1.0,False,100.0,Excellent
Java,Inheritance,advanced,5,5,100.0,742,20,2025-12-31 22:12:43.479135,user_0162,1.0,False,,Excellent
C,Loops,intermediate,4,5,97.9,712,9,2025-12-10 22:12:43.461216,user_0037,0.8,True,97.13333333333333,Excellent
Java,Exceptions,advanced,5,5,100.0,591,21,2026-01-16 22:12:43.456194,user_0004,1.0,False,41.3,Excellent
Python,Dictionaries,advanced,5,5,100.0,629,16,2025-12-14 22:12:43.486148,user_0222,1.0,False,100.0,Excellent
OS,Memory Management,beginner,4,5,96.3,565,4,2025-10-31 22:12:43.486148,user_0222,0.8,False,,Excellent
C,Loops,intermediate,4,5,92.8,580,8,2025-12-13 22:12:43.473249,user_0125,0.8,True,,Excellent
Data Structures,Trees,advanced,5,5,100.0,684,26,2026-01-16 22:12:43.468198,user_0092,1.0,False,91.23333333333333,Excellent
C,Loops,intermediate,3,5,73.9,617,11,2025-11-17 22:12:43.469195,user_0098,0.6,True,41.0,Good
Python,File Handling,advanced,5,5,100.0,624,22,2025-12-18 22:12:43.499115,user_0318,1.0,False,85.85,Excellent
OS,Threads,beginner,3,5,65.3,613,4,2025-10-27 22:12:43.496122,user_0299,0.6,True,,Good
DBMS,SQL,intermediate,4,5,81.4,691,10,2025-11-04 22:12:43.471157,user_0111,0.8,True,61.5,Excellent
Java,OOPs,advanced,5,5,100.0,734,27,2025-12-18 22:12:43.509087,user_0399,1.0,False,72.16,Excellent
OS,Processes,advanced,5,5,100.0,734,18,2025-11-28 22:12:43.467199,user_0086,1.0,False,94.93333333333334,Excellent
Java,Exceptions,advanced,4,5,84.7,609,15,2025-11-19 22:12:43.496122,user_0293,0.8,False,48.7,Excellent
OS,Threads,intermediate,4,5,90.5,656,10,2025-11-27 22:12:43.495127,user_0284,0.8,False,,Excellent
Java,OOPs,intermediate,2,5,52.7,790,10,2025-12-24 22:12:43.496122,user_0296,0.4,False,63.53333333333334,Good
C,Functions,intermediate,2,5,53.2,866,6,2025-11-02 22:12:43.472199,user_0120,0.4,False,66.5,Excellent
Data Structures,Queues,intermediate,1,5,35.0,862,6,2025-11-15 22:12:43.509087,user_0400,0.2,False,43.7,Good
Python,Dictionaries,advanced,4,5,87.0,718,21,2026-01-16 22:12:43.463213,user_0060,0.8,False,62.1,Good
Data Structures,Trees,advanced,5,5,100.0,723,14,2025-12-12 22:12:43.494115,user_0283,1.0,False,100.0,Excellent
OS,Processes,beginner,4,5,83.7,738,2,2025-10-26 22:12:43.519063,user_0475,0.8,True,,Excellent
C,Functions,advanced,4,5,94.5,681,21,2025-12-29 22:12:43.519063,user_0479,0.8,False,75.3,Excellent
Java,Inheritance,intermediate,4,5,81.5,560,9,2025-12-01 22:12:43.508093,user_0392,0.8,False,,Excellent
C,Pointers,advanced,4,5,88.3,695,16,2026-01-07 22:12:43.501109,user_0335,0.8,False,70.2,Good
Python,Lists,intermediate,5,5,100.0,516,12,2025-12-31 22:12:43.494115,user_0275,1.0,False,100.0,Excellent
C,Loops,intermediate,4,5,81.7,787,12,2025-12-18 22:12:43.460220,user_0036,0.8,False,53.76666666666667,Excellent
DBMS,Transactions,beginner,2,5,56.7,635,4,2025-10-23 22:12:43.481266,user_0176,0.4,False,,Excellent
C,Pointers,beginner,2,5,51.8,874,1,2025-10-10 22:12:43.521058,user_0490,0.4,False,,Excellent
C,Pointers,advanced,5,5,100.0,623,24,2026-01-14 22:12:43.489109,user_0240,1.0,False,100.0,Excellent
OS,Threads,intermediate,4,5,99.7,557,9,2026-01-01 22:12:43.504101,user_0358,0.8,False,72.0,Excellent
OS,Processes,advanced,5,5,100.0,591,13,2025-12-01 22:12:43.519063,user_0475,1.0,False,91.85,Excellent
DBMS,SQL,intermediate,5,5,100.0,727,7,2025-12-25 22:12:43.464208,user_0066,1.0,False,,Excellent
DBMS,Normalization,advanced,4,5,97.5,536,31,2025-12-21 22:12:43.497122,user_0307,0.8,False,87.3,Average
Python,Lists,advanced,5,5,100.0,612,15,2025-12-28 22:12:43.463213,user_0061,1.0,False,100.0,Excellent
DBMS,Transactions,advanced,5,5,100.0,573,24,2025-12-29 22:12:43.494115,user_0278,1.0,False,100.0,Excellent
Java,Exceptions,beginner,1,5,38.8,868,1,2025-11-06 22:12:43.487148,user_0224,0.2,False,,Good
Java,Inheritance,advanced,5,5,100.0,743,21,2026-01-11 22:12:43.480133,user_0175,1.0,False,100.0,Excellent
OS,Memory Management,advanced,5,5,100.0,649,25,2026-01-11 22:12:43.493131,user_0269,1.0,True,89.85,Average
Java,Exceptions,advanced,5,5,100.0,727,13,2025-11-22 22:12:43.461216,user_0042,1.0,False,100.0,Excellent
DBMS,Normalization,intermediate,2,5,45.0,795,6,2025-12-28 22:12:43.504101,user_0356,0.4,False,56.9,Good
Java,OOPs,advanced,5,5,100.0,587,14,2025-12-24 22:12:43.473249,user_0125,1.0,False,56.133333333333326,Excellent
Python,Lists,beginner,5,5,100.0,630,5,2025-12-04 22:12:43.511084,user_0413,1.0,True,83.1,Excellent
Python,File Handling,advanced,5,5,100.0,571,29,2026-01-14 22:12:43.501109,user_0330,1.0,True,83.96666666666667,Average
Java,Inheritance,intermediate,3,5,62.3,703,12,2025-12-23 22:12:43.469195,user_0100,0.6,False,58.76666666666666,Good
DBMS,Transactions,advanced,4,5,85.5,783,20,2025-12-21 22:12:43.463213,user_0054,0.8,False,78.5,Excellent
Java,Exceptions,advanced,5,5,100.0,589,17,2026-01-19 22:12:43.517066,user_0462,1.0,False,95.13333333333333,Excellent
C,Loops,beginner,2,5,44.0,712,1,2025-10-28 22:12:43.522021,user_0499,0.4,False,,Good
Data Structures,Stacks,advanced,5,5,100.0,533,19,2025-12-10 22:12:43.459221,user_0029,1.0,False,86.92,Excellent
Python,File Handling,advanced,4,5,99.9,676,13,2025-12-11 22:12:43.510086,user_0407,0.8,False,78.575,Excellent
Data Structures,Trees,advanced,5,5,100.0,732,25,2026-01-11 22:12:43.476177,user_0143,1.0,False,92.95,Excellent
DBMS,SQL,advanced,5,5,100.0,646,23,2026-01-04 22:12:43.521058,user_0488,1.0,True,65.5,Good
Data Structures,Linked List,advanced,5,5,100.0,601,18,2025-12-21 22:12:43.517066,user_0461,1.0,False,94.425,Excellent
OS,Threads,intermediate,3,5,62.6,823,6,2025-11-09 22:12:43.472199,user_0123,0.6,False,61.4,Excellent
Java,Inheritance,intermediate,4,5,95.8,743,12,2025-11-30 22:12:43.493131,user_0274,0.8,False,58.25,Excellent
C,Arrays,advanced,3,5,71.8,770,15,2025-11-18 22:12:43.488111,user_0234,0.6,True,70.45,Excellent
Java,Inheritance,intermediate,5,5,100.0,730,12,2025-12-02 22:12:43.465207,user_0070,1.0,True,81.75,Excellent
Java,Exceptions,advanced,3,5,76.2,766,19,2025-12-15 22:12:43.478138,user_0158,0.6,False,63.300000000000004,Good
Data Structures,Queues,beginner,2,5,59.8,830,5,2025-11-13 22:12:43.465207,user_0070,0.4,True,64.4,Excellent
C,Functions,advanced,4,5,85.1,609,15,2025-12-12 22:12:43.513078,user_0425,0.8,True,66.05,Good
Python,Dictionaries,advanced,5,5,100.0,587,13,2025-12-08 22:12:43.502108,user_0344,1.0,False,100.0,Excellent
C,Pointers,beginner,5,5,100.0,685,3,2025-11-16 22:12:43.471157,user_0116,1.0,False,,Excellent
Python,Lists,advanced,5,5,100.0,587,24,2026-01-14 22:12:43.479135,user_0162,1.0,False,76.65,Excellent
OS,Threads,advanced,5,5,100.0,589,15,2025-12-26 22:12:43.471157,user_0115,1.0,False,78.1,Excellent
Data Structures,Linked List,beginner,4,5,89.2,544,2,2025-10-29 22:12:43.516071,user_0456,0.8,True,,Excellent
Data Structures,Queues,beginner,2,5,54.0,831,2,2025-10-15 22:12:43.497122,user_0305,0.4,True,,Excellent
Data Structures,Trees,intermediate,5,5,100.0,669,11,2025-12-07 22:12:43.481266,user_0178,1.0,True,88.5,Excellent
Python,Dictionaries,intermediate,5,5,100.0,673,12,2025-11-16 22:12:43.505100,user_0368,1.0,False,90.0,Excellent
Data Structures,Linked List,beginner,2,5,55.9,632,1,2025-11-12 22:12:43.483156,user_0192,0.4,False,,Excellent
Python,File Handling,advanced,3,5,67.5,776,15,2025-11-22 22:12:43.518063,user_0470,0.6,False,55.166666666666664,Excellent
Python,File Handling,advanced,5,5,100.0,536,23,2026-01-02 22:12:43.458228,user_0020,1.0,True,80.0,Excellent
Java,Exceptions,advanced,5,5,100.0,602,22,2025-12-25 22:12:43.519063,user_0475,1.0,False,92.33333333333333,Excellent
Data Structures,Trees,advanced,5,5,100.0,514,32,2026-01-25 22:12:43.517066,user_0457,1.0,False,96.98333333333333,Excellent
Java,OOPs,intermediate,4,5,87.2,683,6,2025-12-15 22:12:43.479135,user_0164,0.8,True,37.3,Good
Python,Lists,beginner,3,5,65.5,809,4,2025-12-08 22:12:43.479135,user_0164,0.6,True,,Good
Data Structures,Stacks,intermediate,5,5,100.0,732,10,2025-12-02 22:12:43.488111,user_0237,1.0,True,84.8,Excellent
Java,OOPs,intermediate,5,5,100.0,651,12,2025-12-27 22:12:43.466203,user_0076,1.0,False,92.96666666666665,Excellent
DBMS,Normalization,beginner,3,5,60.5,727,3,2025-10-18 22:12:43.459221,user_0028,0.6,True,44.0,Excellent
OS,Threads,advanced,5,5,100.0,586,19,2025-12-27 22:12:43.482143,user_0185,1.0,False,95.45,Excellent
OS,Threads,beginner,2,5,40.8,692,2,2025-10-20 22:12:43.497122,user_0307,0.4,True,,Average
C,Pointers,advanced,4,5,83.7,705,25,2026-01-08 22:12:43.491135,user_0258,0.8,False,74.35,Excellent
Python,File Handling,advanced,3,5,74.6,771,18,2025-12-04 22:12:43.494115,user_0276,0.6,False,58.06666666666666,Good
OS,Processes,intermediate,3,5,70.5,696,9,2025-11-23 22:12:43.509087,user_0395,0.6,False,68.06666666666666,Excellent
DBMS,Transactions,intermediate,2,5,45.6,674,6,2025-12-02 22:12:43.462213,user_0051,0.4,False,37.3,Average
Python,Dictionaries,advanced,5,5,100.0,626,22,2026-01-15 22:12:43.483156,user_0198,1.0,False,97.175,Excellent
Data Structures,Linked List,beginner,3,5,69.9,654,4,2025-11-26 22:12:43.462213,user_0053,0.6,True,35.2,Excellent
Java,Exceptions,advanced,5,5,100.0,514,17,2025-12-06 22:12:43.471157,user_0112,1.0,False,75.25,Excellent
C,Arrays,intermediate,4,5,90.0,728,11,2026-01-02 22:12:43.508093,user_0387,0.8,False,,Excellent
Data Structures,Stacks,intermediate,5,5,100.0,544,10,2026-01-04 22:12:43.462213,user_0050,1.0,False,100.0,Excellent
Data Structures,Linked List,advanced,5,5,100.0,636,30,2026-01-22 22:12:43.507093,user_0380,1.0,False,88.67999999999999,Good
OS,Threads,advanced,5,5,100.0,567,20,2026-01-15 22:12:43.510086,user_0408,1.0,False,76.89999999999999,Excellent
Python,Lists,advanced,5,5,100.0,555,25,2025-12-17 22:12:43.506095,user_0373,1.0,False,97.9,Excellent
Python,File Handling,beginner,2,5,56.4,803,4,2025-11-11 22:12:43.492134,user_0259,0.4,True,23.6,Good
OS,Memory Management,advanced,4,5,97.0,633,19,2025-12-01 22:12:43.476177,user_0142,0.8,False,46.6,Excellent
Java,OOPs,beginner,2,5,40.7,835,3,2025-12-04 22:12:43.466203,user_0080,0.4,True,,Good
C,Functions,advanced,4,5,97.9,728,20,2025-12-10 22:12:43.498117,user_0311,0.8,True,97.55,Excellent
C,Pointers,intermediate,4,5,82.1,714,8,2025-11-20 22:12:43.480133,user_0168,0.8,False,71.5,Excellent
Data Structures,Trees,beginner,3,5,70.4,641,2,2025-11-29 22:12:43.505100,user_0369,0.6,False,,Excellent
Python,Dictionaries,advanced,5,5,100.0,555,14,2025-12-12 22:12:43.520058,user_0484,1.0,False,100.0,Excellent
OS,Memory Management,advanced,5,5,100.0,676,16,2025-12-25 22:12:43.490137,user_0248,1.0,False,93.65,Excellent
C,Functions,beginner,2,5,59.2,683,4,2025-12-15 22:12:43.467199,user_0085,0.4,True,,Average
OS,Processes,advanced,5,5,100.0,605,13,2025-12-09 22:12:43.489109,user_0245,1.0,False,100.0,Excellent
Data Structures,Trees,beginner,5,5,100.0,629,4,2025-11-29 22:12:43.492134,user_0263,1.0,True,100.0,Excellent
Python,Lists,advanced,4,5,94.7,584,14,2025-11-22 22:12:43.490137,user_0249,0.8,True,69.6,Excellent
Data Structures,Queues,intermediate,1,5,37.3,705,7,2025-11-17 22:12:43.521058,user_0489,0.2,False,54.8,Good
Data Structures,Stacks,advanced,3,5,65.9,774,13,2025-11-25 22:12:43.520058,user_0481,0.6,False,66.76666666666667,Excellent
Data Structures,Trees,advanced,5,5,100.0,530,23,2026-01-18 22:12:43.483156,user_0192,1.0,False,76.36,Excellent
Data Structures,Stacks,advanced,5,5,100.0,646,21,2025-12-14 22:12:43.499115,user_0320,1.0,False,100.0,Excellent
Data Structures,Stacks,advanced,5,5,100.0,702,21,2025-12-22 22:12:43.501109,user_0332,1.0,False,89.25,Excellent
Java,Exceptions,advanced,5,5,100.0,573,31,2026-01-28 22:12:43.484122,user_0207,1.0,False,99.03999999999999,Good
Data Structures,Stacks,beginner,4,5,91.7,697,1,2025-10-31 22:12:43.505100,user_0367,0.8,False,,Excellent
Data Structures,Queues,advanced,5,5,100.0,515,20,2026-01-12 22:12:43.460220,user_0031,1.0,False,75.96666666666667,Excellent
Data Structures,Trees,advanced,5,5,100.0,676,21,2025-12-24 22:12:43.493131,user_0274,1.0,False,69.4,Excellent
Java,OOPs,advanced,3,5,75.8,656,25,2025-12-12 22:12:43.467199,user_0082,0.6,False,48.975,Excellent
Python,Lists,beginner,4,5,84.5,768,3,2025-11-19 22:12:43.503106,user_0347,0.8,False,,Excellent
OS,Threads,advanced,5,5,100.0,601,27,2026-01-18 22:12:43.506095,user_0376,1.0,False,90.64,Excellent
DBMS,SQL,advanced,5,5,100.0,714,25,2026-01-21 22:12:43.505100,user_0367,1.0,False,100.0,Excellent
OS,Memory Management,advanced,5,5,100.0,717,18,2025-12-16 22:12:43.460220,user_0034,1.0,True,87.2,Excellent
OS,Processes,intermediate,5,5,100.0,744,12,2025-12-15 22:12:43.463213,user_0058,1.0,False,100.0,Excellent
OS,Threads,advanced,5,5,100.0,694,25,2026-01-10 22:12:43.465207,user_0070,1.0,False,100.0,Excellent
Data Structures,Queues,intermediate,3,5,68.0,827,9,2025-11-08 22:12:43.488111,user_0232,0.6,True,40.8,Excellent
OS,Processes,advanced,5,5,100.0,571,19,2026-01-13 22:12:43.466203,user_0079,1.0,True,94.15,Good
Python,File Handling,advanced,5,5,100.0,559,25,2026-01-13 22:12:43.516071,user_0449,1.0,False,100.0,Excellent
Data Structures,Stacks,intermediate,2,5,47.0,685,10,2025-12-11 22:12:43.459221,user_0027,0.4,False,,Good
C,Pointers,intermediate,5,5,100.0,552,11,2026-01-10 22:12:43.477145,user_0150,1.0,False,,Excellent
DBMS,Transactions,intermediate,2,5,59.4,643,11,2025-12-02 22:12:43.486148,user_0219,0.4,False,65.23333333333333,Excellent
OS,Memory Management,intermediate,3,5,74.4,661,10,2025-12-09 22:12:43.492134,user_0267,0.6,True,,Good
Data Structures,Stacks,intermediate,3,5,61.6,783,6,2025-12-13 22:12:43.482143,user_0189,0.6,False,,Excellent
Python,File Handling,advanced,5,5,100.0,609,29,2025-12-18 22:12:43.456194,user_0001,1.0,False,98.41111111111111,Excellent
OS,Processes,intermediate,4,5,99.7,542,9,2025-12-04 22:12:43.492134,user_0264,0.8,True,,Excellent
C,Pointers,advanced,5,5,100.0,648,29,2026-01-12 22:12:43.468198,user_0093,1.0,False,67.725,Good
C,Loops,advanced,5,5,100.0,602,19,2025-12-31 22:12:43.510086,user_0403,1.0,False,95.96666666666665,Excellent
DBMS,Normalization,advanced,5,5,100.0,564,14,2025-11-28 22:12:43.520058,user_0480,1.0,False,92.85,Excellent
C,Pointers,beginner,1,5,33.6,887,1,2025-11-03 22:12:43.479135,user_0159,0.2,False,,Excellent
Java,Exceptions,advanced,3,5,74.6,643,14,2025-12-13 22:12:43.493131,user_0269,0.6,True,50.349999999999994,Average
OS,Memory Management,advanced,5,5,100.0,655,14,2026-01-10 22:12:43.517066,user_0463,1.0,True,73.5,Good
Data Structures,Linked List,beginner,5,5,100.0,603,3,2025-11-17 22:12:43.463213,user_0058,1.0,False,99.1,Excellent
DBMS,SQL,advanced,2,5,58.5,695,14,2026-01-07 22:12:43.463213,user_0055,0.4,False,59.333333333333336,Good
Python,Dictionaries,advanced,5,5,100.0,534,19,2026-01-03 22:12:43.498117,user_0309,1.0,False,88.65,Excellent
C,Loops,advanced,5,5,100.0,527,14,2025-12-12 22:12:43.468198,user_0092,1.0,True,86.3,Excellent
C,Functions,advanced,5,5,100.0,710,19,2025-11-30 22:12:43.497122,user_0305,1.0,True,95.35000000000001,Excellent
DBMS,Normalization,beginner,4,5,84.5,685,3,2025-12-18 22:12:43.484122,user_0205,0.8,True,,Excellent
Data Structures,Queues,advanced,4,5,90.1,669,22,2026-01-01 22:12:43.513078,user_0425,0.8,True,72.63333333333334,Good
Data Structures,Linked List,intermediate,5,5,100.0,517,6,2025-12-22 22:12:43.512080,user_0423,1.0,True,100.0,Excellent
OS,Threads,beginner,3,5,61.6,832,3,2025-12-07 22:12:43.517066,user_0462,0.6,True,,Excellent
Python,File Handling,beginner,5,5,100.0,551,5,2025-11-19 22:12:43.480133,user_0175,1.0,False,100.0,Excellent
OS,Threads,beginner,2,5,50.3,884,2,2025-11-09 22:12:43.481266,user_0178,0.4,False,,Excellent
C,Arrays,beginner,3,5,67.9,801,1,2025-11-30 22:12:43.482143,user_0188,0.6,False,,Excellent
Java,Inheritance,advanced,5,5,100.0,731,20,2025-11-26 22:12:43.521058,user_0490,1.0,False,75.10000000000001,Excellent
Python,Lists,beginner,5,5,100.0,700,5,2025-12-05 22:12:43.477145,user_0149,1.0,False,,Excellent
C,Functions,advanced,5,5,100.0,638,29,2026-01-09 22:12:43.519063,user_0478,1.0,False,87.05,Excellent
Java,OOPs,intermediate,2,5,50.5,753,7,2025-12-08 22:12:43.513078,user_0430,0.4,False,36.5,Good
C,Pointers,advanced,5,5,100.0,603,14,2026-01-09 22:12:43.482143,user_0188,1.0,False,83.95,Excellent
Python,Dictionaries,advanced,3,5,69.9,658,21,2026-01-01 22:12:43.483156,user_0193,0.6,False,59.6,Excellent
Data Structures,Stacks,beginner,2,5,43.7,828,2,2025-11-03 22:12:43.509087,user_0400,0.4,False,,Good
OS,Processes,beginner,4,5,87.5,653,4,2025-10-30 22:12:43.509087,user_0393,0.8,True,75.0,Excellent
OS,Processes,advanced,4,5,95.1,526,14,2026-01-19 22:12:43.481266,user_0180,0.8,False,77.2,Good
Java,Inheritance,intermediate,5,5,100.0,639,12,2026-01-02 22:12:43.461216,user_0040,1.0,False,89.8,Excellent
Python,Lists,advanced,5,5,100.0,612,18,2025-12-21 22:12:43.468198,user_0089,1.0,False,,Excellent
Data Structures,Queues,advanced,5,5,100.0,748,21,2025-12-16 22:12:43.512080,user_0417,1.0,False,91.4,Excellent
